customer_id,name,country,total_orders,lifetime_value,avg_order_value,segment
8845,Deborah Johnson,Sg,3,1575.21,525.07,Platinum (>$1000)
6814,Randy Scott,Jp,7,1573.8,224.83,Platinum (>$1000)
12117,Leslie Mcgee,Ca,3,1553.58,517.86,Platinum (>$1000)
18881,Jonathan Salinas,De,2,1553.03,776.51,Platinum (>$1000)
13389,Linda Barnes,Fr,3,1549.2099999999998,516.4,Platinum (>$1000)
16241,Mark Brooks,Us,6,1545.94,257.66,Platinum (>$1000)
16797,Robert Mcintyre,Pl,6,1541.08,256.85,Platinum (>$1000)
12438,Andrew Mendoza,Us,4,1540.79,385.2,Platinum (>$1000)
6425,Justin Anderson,Sg,6,1537.96,256.33,Platinum (>$1000)
19786,Tracy Johnson,Fr,6,1534.76,255.79,Platinum (>$1000)
17246,Dennis Ferguson,Br,5,1534.55,306.91,Platinum (>$1000)
13701,Angela Barker,Jp,4,1529.9699999999998,382.49,Platinum (>$1000)
18646,Suzanne Harrison,Gb,3,1525.23,508.41,Platinum (>$1000)
5498,Wendy Leblanc,Au,4,1524.38,381.1,Platinum (>$1000)
4414,Christina Hernandez,Fr,3,1506.91,502.3,Platinum (>$1000)
13628,Shannon Miller,Us,2,1506.79,753.39,Platinum (>$1000)
12402,Melvin Ramirez,Gb,2,1505.12,752.56,Platinum (>$1000)
6510,Whitney Keller,Ae,2,1504.17,752.09,Platinum (>$1000)
1625,Tamara Oconnell,Pl,1,1501.17,1501.17,Platinum (>$1000)
14638,Bryan Ramirez,Br,1,1497.18,1497.18,Platinum (>$1000)
10895,Leah Barry,Us,5,1495.53,299.11,Platinum (>$1000)
1406,Randy Carey,Pl,5,1488.6599999999999,297.73,Platinum (>$1000)
1286,Holly Frazier,Es,1,1484.96,1484.96,Platinum (>$1000)
13513,Darrell Carson,Us,6,1472.85,245.47,Platinum (>$1000)
18696,Jennifer Hoffman,In,6,1470.09,245.01,Platinum (>$1000)
14088,Kenneth Moore,Us,6,1456.62,242.77,Platinum (>$1000)
3442,Benjamin Brady,Br,1,1452.37,1452.37,Platinum (>$1000)
14657,Nancy Rodriguez,Us,2,1450.64,725.32,Platinum (>$1000)
8687,Kristin Cortez,Fr,6,1443.43,240.57,Platinum (>$1000)
12646,Dawn Jones,Mx,4,1436.19,359.05,Platinum (>$1000)
9673,Derrick Mathews,Jp,6,1434.15,239.03,Platinum (>$1000)
5091,Travis Thornton,De,3,1427.36,475.79,Platinum (>$1000)
14540,Michelle Love,Gb,6,1426.96,237.83,Platinum (>$1000)
17527,Melvin Marsh,Nl,2,1422.9,711.45,Platinum (>$1000)
10502,Michele Perez,Fr,4,1410.8300000000002,352.71,Platinum (>$1000)
15108,Peter Acosta,Br,5,1409.51,281.9,Platinum (>$1000)
7064,Rebecca Gallagher,Gb,3,1403.9099999999999,467.97,Platinum (>$1000)
18880,Vincent Duncan,Au,2,1403.68,701.84,Platinum (>$1000)
19568,Tara Smith,Gb,4,1395.72,348.93,Platinum (>$1000)
19929,Kristine Brown,Ca,5,1395.1,279.02,Platinum (>$1000)
9735,Thomas Williams,Mx,2,1388.6200000000001,694.31,Platinum (>$1000)
12974,Allison Meza,De,5,1385.46,277.09,Platinum (>$1000)
19783,Linda Hansen,Pl,3,1384.92,461.64,Platinum (>$1000)
5592,Margaret Wells,Us,3,1383.25,461.08,Platinum (>$1000)
15522,Stacie Myers,Us,5,1379.0,275.8,Platinum (>$1000)
8431,Joel Long,Mx,6,1374.14,229.02,Platinum (>$1000)
8374,Laura Fisher,Us,6,1373.8400000000001,228.97,Platinum (>$1000)
18335,Robert Cooper,Gb,4,1373.38,343.35,Platinum (>$1000)
2923,Andrea Evans,Jp,4,1372.8899999999999,343.22,Platinum (>$1000)
12993,Jeffrey Thomas,Us,5,1372.65,274.53,Platinum (>$1000)
17151,Tammy Juarez,Nl,4,1368.05,342.01,Platinum (>$1000)
7536,Michael Williams,Gb,2,1360.86,680.43,Platinum (>$1000)
117,Ryan Cook,Us,5,1355.84,271.17,Platinum (>$1000)
8385,Andrew King,Mx,4,1352.97,338.24,Platinum (>$1000)
6851,Thomas Delgado,In,3,1352.56,450.85,Platinum (>$1000)
12912,Scott Clark,Au,3,1347.97,449.32,Platinum (>$1000)
7977,Holly Wells,Us,5,1346.18,269.24,Platinum (>$1000)
11621,Joseph Rodriguez,Fr,3,1343.71,447.9,Platinum (>$1000)
12392,Mia Cain,Br,5,1341.24,268.25,Platinum (>$1000)
6068,Evelyn Jacobson,Se,4,1340.56,335.14,Platinum (>$1000)
3678,Emily Little,Fr,5,1340.1699999999998,268.03,Platinum (>$1000)
7815,Jeremiah Kaiser,Es,3,1339.3999999999999,446.47,Platinum (>$1000)
847,Richard Moreno,Za,5,1335.73,267.15,Platinum (>$1000)
17042,Michael Key,Sg,6,1329.6200000000001,221.6,Platinum (>$1000)
4077,Jacob Potter,Se,3,1329.48,443.16,Platinum (>$1000)
830,Mrs. Holly Williams,Mx,3,1327.1599999999999,442.39,Platinum (>$1000)
5450,Terry Miller,In,6,1326.29,221.05,Platinum (>$1000)
5199,Christopher Arnold,Ca,5,1323.92,264.78,Platinum (>$1000)
2974,William Brennan,Us,5,1321.21,264.24,Platinum (>$1000)
12930,Nicholas Heath,Ae,4,1319.1,329.77,Platinum (>$1000)
2769,Jacqueline Smith,Gb,4,1318.67,329.67,Platinum (>$1000)
18551,John Rocha,Us,3,1316.8000000000002,438.93,Platinum (>$1000)
14672,Jonathan Clements,Us,3,1316.47,438.82,Platinum (>$1000)
6828,John Baldwin,De,4,1315.73,328.93,Platinum (>$1000)
15647,Christina Diaz,Us,4,1307.94,326.99,Platinum (>$1000)
7795,Evan Baker,Mx,1,1307.36,1307.36,Platinum (>$1000)
1459,Catherine Freeman,Fr,4,1306.35,326.59,Platinum (>$1000)
16524,Dr. Marcus Larson,Za,2,1300.1999999999998,650.1,Platinum (>$1000)
634,Barbara Duncan,Us,2,1300.17,650.09,Platinum (>$1000)
6543,David Scott,Us,6,1298.75,216.46,Platinum (>$1000)
19494,Betty Harper,Br,7,1298.52,185.5,Platinum (>$1000)
17692,Tiffany Thompson,Br,1,1293.76,1293.76,Platinum (>$1000)
109,Jose Stevenson,Pl,1,1290.44,1290.44,Platinum (>$1000)
5258,Margaret Richardson,De,5,1286.71,257.34,Platinum (>$1000)
3783,Robert Perkins,Us,5,1285.48,257.1,Platinum (>$1000)
9538,Jessica Mata,Ca,8,1283.43,160.43,Platinum (>$1000)
9006,Benjamin Lane,Pl,5,1276.83,255.37,Platinum (>$1000)
395,Anthony Griffin,Pl,5,1273.15,254.63,Platinum (>$1000)
1189,Kristine Singh,Nl,3,1271.25,423.75,Platinum (>$1000)
13047,John Huerta,Es,3,1268.65,422.88,Platinum (>$1000)
4656,Matthew Taylor,Us,5,1268.41,253.68,Platinum (>$1000)
2609,Robert Kim,Gb,1,1266.59,1266.59,Platinum (>$1000)
2078,Tanner Harris,Us,3,1264.53,421.51,Platinum (>$1000)
7117,Gregory Alexander,Es,3,1264.3799999999999,421.46,Platinum (>$1000)
9018,Kathryn Thompson,Us,2,1261.6299999999999,630.81,Platinum (>$1000)
12508,Thomas Evans,Pl,6,1258.1,209.68,Platinum (>$1000)
18092,Bryce Moore,In,3,1257.03,419.01,Platinum (>$1000)
2574,Kristen Smith,Gb,5,1256.87,251.37,Platinum (>$1000)
1102,Brittney Swanson,Us,3,1256.24,418.75,Platinum (>$1000)
18805,James Vaughn,Sg,4,1253.1599999999999,313.29,Platinum (>$1000)
12905,Michael Russell,Za,5,1250.53,250.11,Platinum (>$1000)
10547,James Blankenship,Ae,5,1247.43,249.49,Platinum (>$1000)
816,Nathan Foster,Pl,3,1246.78,415.59,Platinum (>$1000)
2812,Sara Sanchez,Jp,3,1241.94,413.98,Platinum (>$1000)
4213,Samuel Rodriguez,De,4,1241.61,310.4,Platinum (>$1000)
14898,Ryan Nicholson,Us,4,1237.55,309.39,Platinum (>$1000)
17254,Tanya Stewart,Mx,5,1237.21,247.44,Platinum (>$1000)
16138,Stephen Harrington,In,4,1236.6299999999999,309.16,Platinum (>$1000)
19643,Mackenzie Davis,Za,4,1234.32,308.58,Platinum (>$1000)
18524,Christopher Cox,Es,4,1230.86,307.71,Platinum (>$1000)
2980,Jonathan Oconnor MD,Es,3,1230.2,410.07,Platinum (>$1000)
11236,Kelly Carey,Us,4,1229.23,307.31,Platinum (>$1000)
4959,Kelly Villarreal,Us,4,1226.3,306.57,Platinum (>$1000)
5220,Stacey King,De,3,1223.8,407.93,Platinum (>$1000)
10804,Thomas Richmond DDS,Pl,3,1222.44,407.48,Platinum (>$1000)
17281,Donna Smith,Pl,4,1222.1399999999999,305.53,Platinum (>$1000)
15475,Nicholas Wright,In,6,1221.25,203.54,Platinum (>$1000)
13130,Jodi Waters,Br,1,1220.75,1220.75,Platinum (>$1000)
6430,David Miller,Us,3,1219.98,406.66,Platinum (>$1000)
16432,Reginald Dixon,Gb,3,1211.46,403.82,Platinum (>$1000)
9575,Mark Brown,Ca,5,1209.47,241.89,Platinum (>$1000)
11176,Mr. George Larson DVM,Gb,3,1204.77,401.59,Platinum (>$1000)
1018,Marissa Williams,Us,5,1202.37,240.47,Platinum (>$1000)
19275,Brandon Coleman,Us,7,1202.3600000000001,171.77,Platinum (>$1000)
10725,Joshua Henry,Se,2,1197.02,598.51,Platinum (>$1000)
18539,Katherine Castillo,In,5,1193.89,238.78,Platinum (>$1000)
10043,Charles Ross,Au,3,1192.54,397.51,Platinum (>$1000)
6901,Lindsay Benson,Fr,6,1190.4,198.4,Platinum (>$1000)
11446,Raymond Wilson,Br,3,1190.22,396.74,Platinum (>$1000)
15245,Rita Phillips,Us,3,1189.56,396.52,Platinum (>$1000)
16159,Steve Thompson,Gb,6,1183.12,197.19,Platinum (>$1000)
13854,Michael Coleman,De,4,1183.01,295.75,Platinum (>$1000)
10555,Cameron Cameron,Us,1,1182.04,1182.04,Platinum (>$1000)
4191,Stephen Smith,Ca,9,1179.38,131.04,Platinum (>$1000)
3411,Douglas Mccormick,Au,5,1175.1,235.02,Platinum (>$1000)
2710,Darren Tyler,Es,3,1174.93,391.64,Platinum (>$1000)
11649,Ian Luna,Fr,3,1174.6499999999999,391.55,Platinum (>$1000)
6063,Brian Alvarez Jr.,Sg,4,1171.1799999999998,292.79,Platinum (>$1000)
12313,Angela Adkins,Au,1,1170.68,1170.68,Platinum (>$1000)
1997,Anna Hernandez,Mx,5,1170.41,234.08,Platinum (>$1000)
11557,Scott King,Us,4,1168.05,292.01,Platinum (>$1000)
15130,Michael Pierce MD,Us,4,1166.56,291.64,Platinum (>$1000)
13731,Derrick Padilla,Au,4,1164.04,291.01,Platinum (>$1000)
8689,Diana Bell,Sg,8,1161.21,145.15,Platinum (>$1000)
4534,Ryan Dixon,Us,3,1159.32,386.44,Platinum (>$1000)
2971,Joseph Dunn,Br,5,1159.2,231.84,Platinum (>$1000)
9854,Michael Davis,Br,3,1158.83,386.28,Platinum (>$1000)
6931,Mary Perez,In,2,1158.02,579.01,Platinum (>$1000)
2965,Mitchell Parker,Mx,2,1157.8000000000002,578.9,Platinum (>$1000)
15029,Christopher Walker,Au,4,1156.34,289.08,Platinum (>$1000)
7230,Jeffrey Holloway,Fr,4,1156.19,289.05,Platinum (>$1000)
6852,Jeremy Friedman,Fr,3,1154.92,384.97,Platinum (>$1000)
6951,Emily Fuller,Nl,2,1154.44,577.22,Platinum (>$1000)
5329,Chelsea Hendricks,De,3,1154.05,384.68,Platinum (>$1000)
13716,Annette Strickland,Ca,3,1152.7,384.23,Platinum (>$1000)
10463,Lindsey Shaw,Es,2,1151.25,575.63,Platinum (>$1000)
6563,Robert Jones,Us,6,1149.74,191.62,Platinum (>$1000)
18727,Melissa Lewis,Us,1,1149.72,1149.72,Platinum (>$1000)
18436,Stephen Logan,Us,5,1148.82,229.76,Platinum (>$1000)
10926,Helen Taylor,Us,4,1148.34,287.08,Platinum (>$1000)
2561,Michael Levine,Sg,3,1146.99,382.33,Platinum (>$1000)
12139,Stephanie Lopez,Fr,3,1145.27,381.76,Platinum (>$1000)
4162,Maria Cruz,Ae,6,1143.34,190.56,Platinum (>$1000)
17289,Lisa Johnson,In,3,1142.55,380.85,Platinum (>$1000)
4791,Ernest Johnson,Us,3,1142.5,380.83,Platinum (>$1000)
1088,Melanie Wilson,Pl,3,1141.8700000000001,380.62,Platinum (>$1000)
13483,Benjamin Warner,Nl,6,1140.29,190.05,Platinum (>$1000)
10845,Cole Williams,Gb,8,1140.1,142.51,Platinum (>$1000)
14440,Miss Mary Simmons,De,4,1139.53,284.88,Platinum (>$1000)
7197,Paul Freeman,De,5,1137.21,227.44,Platinum (>$1000)
17384,Brandon Evans,Pl,2,1135.53,567.76,Platinum (>$1000)
11920,Caitlin Cochran,Us,4,1134.17,283.54,Platinum (>$1000)
1551,Heidi Hall,Br,3,1133.55,377.85,Platinum (>$1000)
15195,Phillip Clark,Br,2,1132.71,566.36,Platinum (>$1000)
7012,Ian Hudson,Us,3,1131.5,377.17,Platinum (>$1000)
13561,Christina Calhoun,Us,5,1130.6499999999999,226.13,Platinum (>$1000)
17243,Glenn Cox,In,3,1128.73,376.24,Platinum (>$1000)
16469,Jamie Ray,In,5,1119.76,223.95,Platinum (>$1000)
13632,Robert Harris,Ca,4,1119.03,279.76,Platinum (>$1000)
10751,Mary Ellis,Nl,3,1118.04,372.68,Platinum (>$1000)
3840,Brian Thomas,Us,4,1117.23,279.31,Platinum (>$1000)
19553,James Bennett,Us,1,1116.86,1116.86,Platinum (>$1000)
14168,Casey Jackson,Us,4,1113.1200000000001,278.28,Platinum (>$1000)
18919,Jay Malone,In,5,1110.71,222.14,Platinum (>$1000)
16697,Sarah Weeks,Fr,3,1110.07,370.02,Platinum (>$1000)
8714,Mary Cobb,Mx,4,1107.97,276.99,Platinum (>$1000)
3522,Richard Johnson,Us,3,1106.28,368.76,Platinum (>$1000)
5041,Jennifer Martinez,Gb,5,1106.25,221.25,Platinum (>$1000)
455,Tony Warren,Au,6,1105.2,184.2,Platinum (>$1000)
6803,Amy Lewis,Sg,2,1104.66,552.33,Platinum (>$1000)
8427,Austin Sawyer PhD,Us,2,1103.53,551.76,Platinum (>$1000)
17347,Jeanne Collier,Br,3,1102.2,367.4,Platinum (>$1000)
9760,Steven Moore,De,2,1102.19,551.1,Platinum (>$1000)
4146,James Allen,Es,1,1101.3,1101.3,Platinum (>$1000)
5132,Mary Clark,Au,3,1099.67,366.56,Platinum (>$1000)
18783,Benjamin Rivera,Us,5,1098.12,219.62,Platinum (>$1000)
19743,Matthew Weber,Ae,4,1097.1499999999999,274.29,Platinum (>$1000)
7018,Danny Anderson,Ae,5,1096.85,219.37,Platinum (>$1000)
7325,Brian Rivers,Es,2,1096.03,548.01,Platinum (>$1000)
5305,Darren Pearson,Au,2,1093.81,546.9,Platinum (>$1000)
6051,Samuel Johnson,Se,4,1092.85,273.21,Platinum (>$1000)
7245,Joshua Campbell,Mx,4,1092.71,273.18,Platinum (>$1000)
5429,Lori Reyes,Gb,3,1090.6000000000001,363.53,Platinum (>$1000)
16095,Sergio Odom,Fr,4,1090.55,272.64,Platinum (>$1000)
9454,Andrew Lopez,Br,1,1089.48,1089.48,Platinum (>$1000)
7041,Sarah Clay,De,1,1087.91,1087.91,Platinum (>$1000)
19364,Derek Stafford,Au,3,1086.18,362.06,Platinum (>$1000)
11780,David Gibson,Mx,2,1086.03,543.01,Platinum (>$1000)
2291,Terrence Evans,Es,3,1084.04,361.35,Platinum (>$1000)
11493,Lori Wilson,Ca,4,1081.83,270.46,Platinum (>$1000)
12210,Darren Olsen,De,2,1081.5700000000002,540.79,Platinum (>$1000)
9675,Laura Morton,Fr,2,1080.72,540.36,Platinum (>$1000)
9718,Whitney Holloway,Us,3,1080.56,360.19,Platinum (>$1000)
18257,Deborah Brown,Nl,2,1078.26,539.13,Platinum (>$1000)
9523,Terri Neal,Br,3,1075.26,358.42,Platinum (>$1000)
7474,Diana Long,Gb,3,1074.29,358.1,Platinum (>$1000)
3806,Stacey Gamble,In,5,1071.55,214.31,Platinum (>$1000)
19827,Julian Patel,In,3,1070.44,356.81,Platinum (>$1000)
16940,Courtney Gonzalez,Fr,6,1070.17,178.36,Platinum (>$1000)
6220,Kelli Francis,Us,5,1068.94,213.79,Platinum (>$1000)
15729,John Henson,Fr,6,1068.46,178.08,Platinum (>$1000)
12448,Edward Dunn,De,1,1066.11,1066.11,Platinum (>$1000)
3177,Christopher Baxter,In,4,1065.97,266.49,Platinum (>$1000)
1165,David Rogers,De,3,1065.3500000000001,355.12,Platinum (>$1000)
13314,Jennifer Hunt,Us,3,1065.03,355.01,Platinum (>$1000)
2865,Lisa Ortega,Gb,3,1064.72,354.91,Platinum (>$1000)
294,Kimberly Stewart,In,2,1064.59,532.29,Platinum (>$1000)
16635,Brian Williams,Mx,4,1062.93,265.73,Platinum (>$1000)
6448,Bradley Walker,De,2,1062.6200000000001,531.31,Platinum (>$1000)
14131,Erin Freeman,Se,5,1062.36,212.47,Platinum (>$1000)
18664,Hayley Gould,Fr,3,1061.46,353.82,Platinum (>$1000)
4749,Cheryl Pearson,Ca,3,1058.53,352.84,Platinum (>$1000)
612,Allison Lopez,Us,5,1055.32,211.06,Platinum (>$1000)
8918,Jessica Alexander,Fr,5,1054.6100000000001,210.92,Platinum (>$1000)
5634,Courtney Miranda,Es,4,1054.57,263.64,Platinum (>$1000)
9617,Nicole Chavez MD,Za,1,1052.24,1052.24,Platinum (>$1000)
3835,Brian Rodgers,Nl,2,1050.55,525.27,Platinum (>$1000)
7761,Jeremy Romero,Us,5,1049.88,209.98,Platinum (>$1000)
18876,Jason Romero,Nl,1,1049.68,1049.68,Platinum (>$1000)
13968,Travis Young,De,5,1047.6699999999998,209.53,Platinum (>$1000)
17979,Haley Cox,Ca,3,1047.22,349.07,Platinum (>$1000)
7591,Michael Smith,Es,7,1046.89,149.56,Platinum (>$1000)
17005,Lucas Evans,Jp,1,1046.68,1046.68,Platinum (>$1000)
4292,Jessica Adkins,Us,2,1046.26,523.13,Platinum (>$1000)
14616,Vickie Stafford,Sg,7,1046.24,149.46,Platinum (>$1000)
19111,Michael Weiss,Br,4,1046.1,261.52,Platinum (>$1000)
741,Donna Wood,Us,3,1045.67,348.56,Platinum (>$1000)
14279,Terri Donaldson,Gb,4,1045.2,261.3,Platinum (>$1000)
8861,Robin Daniel MD,De,5,1044.71,208.94,Platinum (>$1000)
13176,George Lara,Nl,3,1043.95,347.98,Platinum (>$1000)
11864,Stephanie Molina,Jp,4,1042.88,260.72,Platinum (>$1000)
4983,Michael West,Se,6,1042.8600000000001,173.81,Platinum (>$1000)
9182,Colleen Long,Sg,6,1042.65,173.78,Platinum (>$1000)
15849,Anthony Taylor,Gb,4,1041.41,260.35,Platinum (>$1000)
12565,Nicole Greene,Gb,5,1040.48,208.1,Platinum (>$1000)
16467,Shannon Patel,In,3,1039.81,346.6,Platinum (>$1000)
19222,Gregory Macdonald,Fr,3,1038.38,346.13,Platinum (>$1000)
12528,Michael Browning,Au,2,1038.36,519.18,Platinum (>$1000)
19674,Alexander Lin,Es,3,1037.6599999999999,345.89,Platinum (>$1000)
16274,Jeremy Grant,Us,3,1036.24,345.41,Platinum (>$1000)
16047,Kenneth Carroll,Us,2,1033.1499999999999,516.57,Platinum (>$1000)
7167,Dean Sexton,Za,3,1032.48,344.16,Platinum (>$1000)
16487,William Lee,Sg,4,1030.49,257.62,Platinum (>$1000)
253,Brittany Harris DVM,Mx,3,1030.41,343.47,Platinum (>$1000)
9101,Catherine Kane,Us,5,1030.34,206.07,Platinum (>$1000)
7870,Ross Reed,Sg,2,1028.77,514.38,Platinum (>$1000)
6013,Kaylee Harvey,Fr,2,1028.03,514.01,Platinum (>$1000)
1126,James Warren,Us,4,1027.18,256.8,Platinum (>$1000)
40,Monica Garcia,De,5,1025.31,205.06,Platinum (>$1000)
12839,Daniel Hughes,Au,1,1023.55,1023.55,Platinum (>$1000)
3139,Linda Taylor,Jp,3,1023.4000000000001,341.13,Platinum (>$1000)
13124,Michael Friedman,Fr,2,1023.17,511.58,Platinum (>$1000)
1633,Robert Kerr,De,3,1022.89,340.96,Platinum (>$1000)
12213,Julie Smith,Za,3,1022.04,340.68,Platinum (>$1000)
8545,Stephanie Holt,Gb,4,1020.9399999999999,255.23,Platinum (>$1000)
15039,Kathleen Vance,Pl,2,1020.9,510.45,Platinum (>$1000)
5317,Jessica Brown,Mx,2,1020.4000000000001,510.2,Platinum (>$1000)
18515,Evan Anderson,Za,4,1019.7399999999999,254.93,Platinum (>$1000)
8322,Dr. Mark Maynard,Nl,2,1018.25,509.13,Platinum (>$1000)
19982,Cynthia Foley,Us,2,1018.0799999999999,509.04,Platinum (>$1000)
2953,Sarah Cole,Us,3,1017.9499999999999,339.32,Platinum (>$1000)
7011,Kevin Hancock,Au,3,1017.82,339.27,Platinum (>$1000)
15517,Anna Whitaker,Ae,2,1017.8,508.9,Platinum (>$1000)
8673,Emily Ingram,Us,2,1017.7199999999999,508.86,Platinum (>$1000)
17829,Emily Owens,Ca,5,1016.56,203.31,Platinum (>$1000)
18965,John Matthews,Us,6,1015.6899999999999,169.28,Platinum (>$1000)
402,Steven Smith,Us,3,1015.68,338.56,Platinum (>$1000)
11842,Christopher Dillon,Us,3,1014.91,338.3,Platinum (>$1000)
13345,Robert May,Ca,2,1014.66,507.33,Platinum (>$1000)
1398,Janet Romero,Us,4,1013.47,253.37,Platinum (>$1000)
5865,Robert Schmidt,Za,6,1011.23,168.54,Platinum (>$1000)
19100,Samuel Luna,Br,3,1011.19,337.06,Platinum (>$1000)
13722,Danny Harvey,Jp,4,1010.38,252.59,Platinum (>$1000)
13218,Robert Jones,Ae,5,1009.3199999999999,201.86,Platinum (>$1000)
10734,Mary Duarte,Sg,3,1008.99,336.33,Platinum (>$1000)
327,Rebecca Ferguson,Gb,6,1008.15,168.03,Platinum (>$1000)
4167,Karen Bailey,Nl,5,1007.67,201.53,Platinum (>$1000)
4328,Candice Lopez,Us,4,1006.1800000000001,251.55,Platinum (>$1000)
16126,Gregory Martin,Us,4,1004.7,251.18,Platinum (>$1000)
14115,Robert Thomas,De,2,1004.48,502.24,Platinum (>$1000)
6892,Jo Avila,Fr,4,1004.4300000000001,251.11,Platinum (>$1000)
971,Tamara Harrison,De,4,1004.25,251.06,Platinum (>$1000)
14439,Sharon Harris,Us,4,1004.0699999999999,251.02,Platinum (>$1000)
14227,Austin Johnson,Us,3,1003.87,334.62,Platinum (>$1000)
3179,Gary King,Fr,3,1003.64,334.55,Platinum (>$1000)
9542,Katrina Frazier,Za,4,1003.6,250.9,Platinum (>$1000)
10365,Michelle Rodriguez,Se,4,1003.54,250.88,Platinum (>$1000)
5292,Jacqueline White,Za,3,1002.65,334.22,Platinum (>$1000)
15214,Jasmine Mclaughlin,Br,1,1002.36,1002.36,Platinum (>$1000)
12296,Steve Bridges,Us,1,1000.74,1000.74,Platinum (>$1000)
14665,Brian Hopkins,Gb,4,999.53,249.88,Gold ($500-$1000)
12090,Matthew Lopez,Br,3,997.41,332.47,Gold ($500-$1000)
10928,Joseph Hester,Nl,7,997.14,142.45,Gold ($500-$1000)
9413,Austin Franco,Za,3,995.47,331.82,Gold ($500-$1000)
7007,James Rogers,Ca,5,995.38,199.08,Gold ($500-$1000)
15677,Shari Lynch,Au,2,995.27,497.63,Gold ($500-$1000)
12862,Susan Flores,Pl,3,995.11,331.7,Gold ($500-$1000)
8490,Rebecca Clark,Us,4,993.18,248.29,Gold ($500-$1000)
11861,Aaron Rogers,Nl,1,992.3,992.3,Gold ($500-$1000)
